"longname","name","sentencename","slug","regionslug","lowincome","P20pop","PercentinP20","MaximumIncomeConsumptionNP20","NationalP20Average","NationalRestAverage","GapBetweenNP20Rest2013","minimumincome","growinggap","stuntingtrends","birthregtrends","birthregtrends1","gap_1999","gap_2013","Year","nationalstunting","nationalP20stunting","restP20stunting","NP20Reg","restreg","SecondaryCompletion","nateducYear","p20educYear","secondarycompletionP20","secondarycompletionrest"
"Maldives","Maldives","the Maldives","maldives","Asia",TRUE,44729.1,11.469,3.25,2.375338875,8.73448034974315,6.35914147474315,2.02,"increasing","",,"",,6.35914147474315,,,,,92,93,15.8766098022461,2006,2008,63.50185,80.0213875
"Mali","Mali","Mali","mali","Africa",TRUE,11483824.32,69.6834,1.17,0.913116555,2.63462497083904,1.72150841583904,0.8,"increasing","increasing","increased","increasing",1.61237048972603,1.72150841583904,2015,30.4,40.5,27.9,69,92.25,11.5291004180908,2015,2015,5.34595,32.01941
"Malta","Malta","Malta","malta","Europe",FALSE,0,0,23,17.216236,45.5851190821918,28.3688830821918,14.5,"increasing","",,"",19.7324504109589,28.3688830821918,,,,,,,77.5713577270508,2015,,,
"Marshall Islands","Marshall Islands","the Marshall Islands","marshall-islands","Oceania",TRUE,,,,,,,,,,,,,,,,,,92,96.5,92.0607376098633,2011,,,
"Martinique","Martinique","Martinique","martinique","LAC",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
"Mauritania","Mauritania","Mauritania","mauritania","Africa",TRUE,613095.3,15.5214,2.81,2.05881956,6.46054168534247,4.40172212534247,1.71,"increasing","decreasing","increased","increasing",3.93090416738014,4.40172212534247,2015,27.9,,,,,,,2011,3.607,25.2836625
"Mauritius","Mauritius","Mauritius","mauritius","Africa",TRUE,17910.9,1.4215,5.87,4.421727185,13.7920750530651,9.3703478680651,3.74,"increasing","",,"",6.36765041866438,9.3703478680651,,,,,,,54.2446708679199,2011,,,
"Mexico","Mexico","Mexico","mexico","LAC",TRUE,9508381.014,7.75941,3.79,2.67536858,11.9503496358219,9.2749810558219,2.08,"decreasing","decreasing","increased","increasing",8.9911557607877,9.2749810558219,2015,12.4,22.9,9.1,83,95.75,59.538761138916,2015,2016,75.54178,91.2807225
"Micronesia (Federated States of)","Micronesia","Micronesia","micronesia","Oceania",TRUE,27944.1,27.9441,2.15,1.384134525,5.90650061532534,4.52236609032534,1,"decreasing","",,"",6.0707426427226,4.52236609032534,,,,,,,,,,,
"Mongolia","Mongolia","Mongolia","mongolia","Asia",TRUE,33905.032,1.18136,5.38,4.09647457,12.015484097226,7.919009527226,3.49,"increasing","decreasing","stayed constant","about.the.same",2.71354920804794,7.919009527226,2013,10.8,18.6,8.6,99,99.5,84.7132415771484,2010,2014,66.09741,94.2134175
"Montenegro","Montenegro","Montenegro","montenegro","Europe",TRUE,11994.334,1.93457,7.05,5.280072825,15.940584533476,10.660511708476,4.79,"increasing","increasing","stayed constant","about.the.same",7.6005846643836,10.660511708476,2013,9.4,4.7,10.4,99,99.5,89.4246063232422,2011,2013,83.06912,97.997625
"Morocco","Morocco","Morocco","morocco","Africa",TRUE,1516996.1,4.4855,4.22,3.1355866,11.2050485554795,8.0694619554795,2.64,"increasing","",,"",5.39500682260274,8.0694619554795,2011,14.9,,,,,,,2004,5.80249,39.9347175
"Mozambique","Mozambique","Mozambique","mozambique","Africa",TRUE,20074034.31,75.9517,0.78,0.53993472,2.92376289534247,2.38382817534247,0.43,"increasing","",,"",1.43319529006849,2.38382817534247,2011,42.9,51.4,40.4,42,50.25,13.8628797531128,2011,2011,0.83261,14.56271
"Myanmar","Myanmar","Myanmar","myanmar","Asia",TRUE,11982653.55,23.2899,2.42,1.82421173,5.76154980722603,3.93733807722603,1.56,"increasing","decreasing","increased","increasing",1.02682466583904,3.93733807722603,2016,29.4,38.3,25.7,69,87.5,,,2016,13.30926,50.2439525
"Namibia","Namibia","Namibia","namibia","Africa",TRUE,729326.8,31.4365,2,1.421946,10.5071847328767,9.0852387328767,1.14,"increasing","decreasing","increased","increasing",6.4188004015411,9.0852387328767,2013,22.7,30.8,20,83,89,28.513090133667,2001,2013,22.70313,60.0527725
"Nepal","Nepal","Nepal","nepal","Asia",TRUE,6981909.57,24.9443,2.35,1.882679,5.18597408561644,3.30329508561644,1.64,"increasing","decreasing","increased","increasing",1.98961717534247,3.30329508561644,2016,36,48.4,32.8,55,59,56.4610595703125,2011,2016,57.39732,72.2980525
"Netherlands","Netherlands","the Netherlands","netherlands","Europe",FALSE,0,0,28.95,21.554997525,55.1311136324486,33.5761161074486,18,"increasing","",,"",32.207160577911,33.5761161074486,,,,,,,89.4881210327148,2015,,,
"Netherlands Antilles","Netherlands Antilles","the Netherlands Antilles","netherlands-antilles","LAC",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
"New Zealand","New Zealand","New Zealand","new-zealand","Oceania",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua","Nicaragua","Nicaragua","nicaragua","LAC",TRUE,496754.79,8.34882,3.68,2.59197672,11.8903619843836,9.2983852643836,1.95,"increasing","decreasing",,"",4.99172370513699,9.2983852643836,2012,17.3,,,,,,,2009,22.31,43.94
"Niger","Niger","Niger","niger","Africa",TRUE,12179668.23,66.0861,1.3,1.0222537,2.89081191746575,1.86855821746575,0.98,"increasing","decreasing","increased","increasing",1.38342599708904,1.86855821746575,2016,42.2,,,50,68.25,,,2012,0.95771,5.7368725
"Nigeria","Nigeria","Nigeria","nigeria","Africa",TRUE,111571968.28,64.9316,1.02,0.71856042,3.16404482650685,2.44548440650685,0.57,"increasing","decreasing","decreased","decreasing",2.02099486327055,2.44548440650685,2016,43.6,62.8,38,7,38.5,,,2016,22.24606,72.5396225
"Norway","Norway","Norway","norway","Europe",FALSE,12505.0804,0.246163,43,32.1749865,78.3932396763699,46.2182531763699,27.45,"increasing","",,"",30.564322984161,46.2182531763699,,,,,,,99.2287826538086,2015,,,
"Occupied Palestinian Territory","Palestine","Palestine","palestine","Asia",TRUE,35618.6805,0.854165,5.5,4.20081475,12.622399052226,8.421584302226,3.53,"increasing","decreasing","stayed constant","about.the.same",8.585000629024,8.421584302226,2014,7.4,7.3,7.4,100,99.25,60.398998260498,2015,2014,76.59814,88.1571325
"Oman","Oman","Oman","oman","Asia",FALSE,,,,,,,,,,,,,,2014,14.1,,,,,66.4192199707031,2015,,,
"Pakistan","Pakistan","Pakistan","pakistan","Asia",TRUE,43410337.29,23.8899,2.41,1.973771925,4.84836523792808,2.87459331292808,1.8,"increasing","increasing","increased","increasing",2.34402649700343,2.87459331292808,2012,45,61.1,40.4,5,44.25,37.3312797546387,2014,2012,11.29728,53.6568675
"Panama","Panama","Panama","panama","LAC",TRUE,212027.904,5.52156,5.84,3.57480708,25.8419694628767,22.2671623828767,2.44,"increasing","",,"",15.2607070719178,22.2671623828767,,,,,90,97.75,61.490291595459,2010,2014,56.87,84.8425
"Papua New Guinea","Papua New Guinea","Papua New Guinea","papua-new-guinea","Oceania",TRUE,3795743.82,50.0098,1.29,0.850587945,3.98028452059931,3.12969657559931,0.65,"increasing","",,"",2.94747737671233,3.12969657559931,,,,,,,,,,,
"Paraguay","Paraguay","Paraguay","paraguay","LAC",TRUE,268366.542,4.14786,5.46,3.67830099,19.9184658483904,16.2401648583904,2.79,"increasing","decreasing","increased","increasing",13.8029672044521,16.2401648583904,2016,5.6,12.3,3.4,,,48.080940246582,2015,2016,46.87556,86.1724225
"Peru","Peru","Peru","peru","LAC",TRUE,2349732.48,7.6864,4.54,2.88111124,15.2721057516438,12.3909945116438,2.05,"increasing","decreasing","stayed constant","about.the.same",9.6685222082192,12.3909945116438,2016,13.1,,,95,98.5,62.2968788146973,2015,2014,73.48,91.265
"Philippines","Philippines","the Philippines","philippines","Asia",TRUE,23795328.48,24.1626,2.35,1.798643,6.71314746917808,4.91450446917808,1.54,"increasing","decreasing",,"",4.69765924383562,4.91450446917808,2015,33.4,,,,,70.0585021972656,2013,2004,26.67263,71.9508625
"Poland","Poland","Poland","poland","Europe",FALSE,13193.67948,0.0346837,8.58,6.55826457,19.0022420766781,12.4439775066781,5.6,"increasing","",,"",9.8208905697774,12.4439775066781,,,,,,,83.8526306152344,2014,,,
"Portugal","Portugal","Portugal","portugal","Europe",FALSE,128128.724,1.22494,12.25,7.818482875,29.3622148976884,21.5437320226884,5.78,"increasing","",,"",22.0091007534247,21.5437320226884,,,,,,,52.7052001953125,2015,,,
"Puerto Rico","Puerto Rico","Puerto Rico","puerto-rico","LAC",FALSE,,,,,,,,,,,,,,,,,,,,80.0041122436523,2012,,,
"Qatar","Qatar","Qatar","qatar","Asia",FALSE,,,,,,,,,,,,,,,,,,,,68.3760681152344,2014,,,
"Republic of Congo","Congo","Congo","congo","Africa",TRUE,2349991.25,49.4735,1.23,0.82579617,4.71424958763699,3.88845341763699,0.64,"increasing","decreasing","increased","increasing",2.4504041609589,3.88845341763699,2015,21.2,,,,,,,2012,6.59949,38.37538
"Republic of Korea","Korea","Korea","korea","Asia",FALSE,170957.7,0.339,21.25,14.334814375,45.6684881870719,31.3336738120719,11,"increasing","",,"",21.1972921104452,31.3336738120719,,,,,,,82.9011688232422,2010,,,
"Republic of Moldova","Moldova","Moldova","moldova","Europe",TRUE,16095.8636,0.452131,5.52,4.38503004,10.8964274215068,6.5113973815068,3.91,"decreasing","decreasing",,"",2.83493314075342,6.5113973815068,2012,6.4,11.4,5.3,99,99.75,96.3761825561523,2015,2012,84.19779,97.394755
"Romania","Romania","Romania","romania","Europe",TRUE,400355.244,2.00378,5.11,3.892667695,9.98197006255137,6.08930236755137,3.31,"decreasing","",,"",3.51513530804794,6.08930236755137,,,,,,,89.4869079589844,2015,,,
"Russian Federation","Russia","Russia","russia","Europe",TRUE,99035.38994,0.0690094,10.5,7.917,29.1066267123288,21.1896267123288,6.65,"increasing","",,"",7.4616133535959,21.1896267123288,,,,,,,93.6603622436523,2010,,,
"Rwanda","Rwanda","Rwanda","rwanda","Africa",TRUE,8120243.52,73.3536,0.96,0.714012,3.26883398630137,2.55482198630137,0.6,"increasing","decreasing","decreased","decreasing",1.57870004280822,2.55482198630137,2015,36.7,,,43,60.5,12.1764698028564,2012,2015,11.35995,28.317995
"Saint Lucia","Saint Lucia","Saint Lucia","saint-lucia","LAC",TRUE,75659.76,42.0332,1.5,0.98910975,4.75594174058219,3.76683199058219,0.75,"increasing","",,"",3.36999851267123,3.76683199058219,2012,2.5,5.2,1.8,,,45.8931312561035,2013,2012,92.52454,96.85716
"Saint Vincent and the Grenadines","Saint Vincent","Saint Vincent","saint-vincent","LAC",TRUE,,,,,,,,,,,,,,,,,,,,,,,,
"Samoa","Samoa","Samoa","samoa","Oceania",TRUE,8573.218,4.51222,3.88,3.02792872,11.084716450137,8.056787730137,2.63,"increasing","","increased","increasing",5.9669411265411,8.056787730137,2014,4.9,6.3,4.5,47,63.25,,,,,
"Sao Tome and Principe","Sao Tome and Principe","Sao Tome and Principe","sao-tome-and-principe","Africa",TRUE,95896.42,50.4718,1.62,1.26345096,3.45255232849315,2.18910136849315,1.13,"increasing","decreasing","increased","increasing",,2.18910136849315,2014,17.2,25.5,14.8,88,97.5,38.8588790893555,2012,2014,9.31927,37.8588775
"Saudi Arabia","Saudi Arabia","Saudi Arabia","saudi-arabia","Asia",FALSE,,,,,,,,,,,,,,,,,,,,66.5088577270508,2013,,,
"Senegal","Senegal","Senegal","senegal","Africa",TRUE,7586280.64,53.7272,1.37,0.969172935,3.75542868405822,2.78625574905822,0.8,"increasing","decreasing","increased","increasing",2.22030662260274,2.78625574905822,2016,17.1,25.6,14.3,44,77.5,13.8854198455811,2013,2016,3.30433,25.19502
"Serbia","Serbia","Serbia","serbia","Europe",TRUE,61465.0916,0.858451,6.4,4.8985088,12.9004412931507,8.0019324931507,4.12,"decreasing","decreasing","stayed constant","about.the.same",7.7632612304794,8.0019324931507,2014,6,13.6,4.5,97,100,88.642448425293,2015,2014,91.36607,99.6410825
"Seychelles","Seychelles","Seychelles","seychelles","Africa",TRUE,1363.599,1.51511,9.3,6.2342643,27.1693928291096,20.9351285291096,4.66,"increasing","",,"",17.1048824400685,20.9351285291096,2012,7.9,,,,,69.6246490478516,2002,,,
"Sierra Leone","Sierra Leone","Sierra Leone","sierra-leone","Africa",TRUE,3658008.88,52.8614,1.58,1.22455846,3.56764942609589,2.34309096609589,1.05,"increasing","decreasing","increased","increasing",1.77413239726027,2.34309096609589,2013,37.8,42.4,36.4,77,77,,,2013,14.24093,41.2744525
"Singapore","Singapore","Singapore","singapore","Asia",FALSE,,,,,,,,,,,,,,,,,,,,79.3682479858398,2015,,,
"Slovakia","Slovakia","Slovakia","slovakia","Europe",FALSE,23787.6077,0.439697,13.25,9.268587,25.7110724280822,16.4424854280822,7.11,"increasing","",,"",10.8568367813356,16.4424854280822,,,,,,,99.2700729370117,2015,,,
"Slovenia","Slovenia","Slovenia","slovenia","Europe",FALSE,0,0,20.5,15.07126175,37.2457599049658,22.1744981549658,12.5,"increasing","",,"",16.6802240796233,22.1744981549658,,,,,,,98.1699295043945,2015,,,
"Solomon Islands","Solomon Islands","the Solomon Islands","solomon-islands","Oceania",TRUE,236332.32,42.2022,1.72,1.27432478,4.24799414746575,2.97366936746575,1.05,"decreasing","decreasing","increased","increasing",3.7909770005137,2.97366936746575,2015,31.6,36.6,30.1,87,88.375,,,,,
"Somalia","Somalia","Somalia","somalia","Africa",TRUE,,,,,,,,,,,,,,,,,,1,3.75,,,,,
"South Africa","South Africa","South Africa","south-africa","Africa",TRUE,14568929.97,27.3287,2.06,1.38317361,14.0748367344863,12.6916631244863,1.22,"increasing","increasing","increased","increasing",6.80154284931507,12.6916631244863,2016,27.4,,,,,77.180908203125,2015,,,
"South Sudan","South Sudan","South Sudan","south-sudan","Africa",TRUE,9032344.36,80.7902,0.54,0.33142122,2.06188168130137,1.73046046130137,0.23,"increasing","",,"",,1.73046046130137,,,,,21,39.25,33.1695404052734,2008,2010,2.49281,14.3287275
"Spain","Spain","Spain","spain","Europe",FALSE,694829.142,1.49041,16,10.051888,41.8151101917808,31.7632221917808,6.89,"increasing","",,"",24.9651475428082,31.7632221917808,,,,,,,74.8149490356445,2015,,,
"Sri Lanka","Sri Lanka","Sri Lanka","sri-lanka","Asia",TRUE,1283236.747,6.23233,3.6,2.7999432,9.13397310410959,6.33402990410959,2.38,"increasing","decreasing",,"",4.24774414186644,6.33402990410959,2016,17.3,,,97,97.75,74.0255737304688,2009,2006,77.02303,91.4998825
"State of Libya","Libya","Libya","libya","Africa",TRUE,,,,,,,,,,,,,,,,,,,,,,,,
"Sudan","Sudan","Sudan","sudan","Africa",TRUE,6311778.55,17.1283,2.71,1.94908349,6.65548255215753,4.70639906215753,1.59,"increasing","about.the.same","increased","increasing",2.49136900068493,4.70639906215753,2014,38.2,44,36.9,37,77.75,,,2014,19.17011,41.94656
"Suriname","Suriname","Suriname","suriname","LAC",TRUE,114153.84,21.1396,2.31,0.5569872,13.8737942958904,13.3168070958904,0.01,"increasing","",,"",8.50708742465753,13.3168070958904,,,,,98,99.5,61.8037910461426,2012,2010,11.51969,53.6198825
"Swaziland","Swaziland","Swaziland","swaziland","Africa",TRUE,651972.28,51.3364,1.23,0.842143485,5.05582029313356,4.21367680813356,0.64,"increasing","decreasing","increased","increasing",3.59073276609589,4.21367680813356,2014,25.5,30.3,24.1,39,59.5,,,2014,25.02731,57.3333975
"Sweden","Sweden","Sweden","sweden","Europe",FALSE,47097.984,0.490604,31.25,22.115171875,58.9999741545377,36.8848022795377,18,"increasing","",,"",23.6451535017123,36.8848022795377,,,,,,,90.019401550293,2015,,,
"Switzerland","Switzerland","Switzerland","switzerland","Europe",FALSE,0,0,34.05,26.178474225,75.8933266492295,49.7148524242295,22.75,"increasing","",,"",46.2959899293664,49.7148524242295,,,,,,,97.0939331054688,2015,,,
"Syrian Arab Republic","Syria","Syria","syria","Asia",TRUE,3573030.65,18.0365,2.64,2.047254,6.18085773287671,4.13360373287671,1.78,"increasing","",,"",4.94852921541096,4.13360373287671,,,,,93,97.25,34.0702896118164,2009,2006,16.40569,40.31621
"Tajikistan","Tajikistan","Tajikistan","tajikistan","Asia",TRUE,1010516.3,12.3535,3.02,2.262131,6.75833026369863,4.49619926369863,2.08,"decreasing","decreasing","stayed constant","about.the.same",1.50842046472603,4.49619926369863,2012,26.8,31.7,25.6,86,89.25,92.4188995361328,2000,2012,83.60013,90.7662325
"Thailand","Thailand","Thailand","thailand","Asia",TRUE,163487.6206,0.239929,6.68,5.11706704,17.1805551578082,12.0634881178082,4.42,"increasing","decreasing","stayed constant","about.the.same",7.2971335890411,12.0634881178082,2016,10.5,,,100,99.5,45.0704803466797,2016,2013,76.52736,86.996275
"The former Yugoslav Republic of Macedonia","Macedonia","Macedonia","macedonia","Europe",TRUE,188496.256,9.06232,4.24,2.56305456,11.5364007435616,8.9733461835616,1.6,"increasing","",,"",5.70395700684932,8.9733461835616,2011,4.9,7.2,4.3,99,100,47.7969512939453,2002,2011,60.28249,94.204735
"Timor-Leste","Timor-Leste","Timor-Leste","timor-leste","Asia",TRUE,693266.52,58.7514,1.6,1.2901576,3.09469895616438,1.80454135616438,1.17,"increasing","decreasing",,"",1.22788590547945,1.80454135616438,2013,50.2,,,50,56.5,,,2009,23.83144,46.164675
"Togo","Togo","Togo","togo","Africa",TRUE,4568234.88,64.8897,0.94,0.65207847,3.15820230030822,2.50612383030822,0.53,"increasing","decreasing","stayed constant","about.the.same",2.42002123424658,2.50612383030822,2014,27.6,33.4,25.9,67,81.5,18.2707500457764,2011,2014,5.32889,26.7084475
"Tonga","Tonga","Tonga","tonga","Oceania",TRUE,4004.099,3.64009,4.56,3.3487728,11.596409539726,8.247636739726,2.83,"increasing","",,"",8.2760087722603,8.247636739726,2012,8.1,,,92,93.75,87.9980621337891,2011,,,
"Trinidad and Tobago","Trinidad and Tobago","Trinidad and Tobago","trinidad-and-tobago","LAC",FALSE,22539.735,1.66961,6.68,4.58938712,19.6927080145205,15.1033208945205,3.62,"increasing","",,"",14.7623101243151,15.1033208945205,2011,11,,,96,97,59.6301498413086,2009,,,
"Tunisia","Tunisia","Tunisia","tunisia","Africa",TRUE,315126.018,2.86218,5.39,3.805164825,13.1815444101884,9.3763795851884,3.06,"increasing","increasing",,"",6.51275786506849,9.3763795851884,2012,10.1,15.6,8.8,98,99.75,39.8240089416504,2012,2012,43.4835,77.6171675
"Turkey","Turkey","Turkey","turkey","Asia",TRUE,1018473.599,1.34381,7.19,4.970447,20.0149772910959,15.0445302910959,3.93,"increasing","decreasing","increased","increasing",9.741595607363,15.0445302910959,2013,9.5,,,98,99,56.3549003601074,2015,2004,43.94171,74.5244275
"Turkmenistan","Turkmenistan","Turkmenistan","turkmenistan","Asia",TRUE,689395.23,12.8379,3.07,2.277330605,8.85037967751712,6.57304907251712,1.91,"increasing","decreasing","stayed constant","about.the.same",2.53922378150685,6.57304907251712,2015,11.5,15.5,10.3,100,99.5,,,2016,99.535,99.635805
"Tuvalu","Tuvalu","Tuvalu","tuvalu","Oceania",TRUE,829.589,8.29589,3.63,2.70970062,9.60534196828767,6.89564134828767,2.25,"increasing","",,"",6.67737437534247,6.89564134828767,,,,,39,53,,,,,
"Uganda","Uganda","Uganda","uganda","Africa",TRUE,20352926.1,54.2022,1.45,1.057904775,3.89019503912671,2.83229026412671,0.87,"increasing","decreasing",,"",1.83828822054795,2.83229026412671,2016,28.9,32.3,28,27,31.25,24.0258598327637,2012,2011,2.70893,20.0244375
"Ukraine","Ukraine","Ukraine","ukraine","Europe",TRUE,20303.50621,0.0446329,8.35,6.7273445,14.6919994914384,7.9646549914384,5.99,"increasing","","stayed constant","about.the.same",3.05153803501712,7.9646549914384,,,,,100,99.75,88.5432205200195,2001,2013,99.17027,99.542865
"United Arab Emirates","UAE","the UAE","uae","Asia",FALSE,,,,,,,,,,,,,,,,,,,,62.7000503540039,2005,,,
"United Kingdom of Great Britain and Northern Ireland","United Kingdom","the United Kingdom","united-kingdom","Europe",FALSE,153951.1193,0.240061,23,16.9246075,53.1633686729452,36.2387611729452,14.5,"increasing","",,"",32.5220302333048,36.2387611729452,,,,,,,99.8598480224609,2014,,,
"United Republic of Tanzania","Tanzania","Tanzania","tanzania","Africa",TRUE,33119775.36,65.4024,1.27,0.99413695,3.12463288578767,2.13049593578767,0.87,"increasing","decreasing","increased","increasing",1.03460725068493,2.13049593578767,2015,34.5,39.9,32.7,8,34.25,11.0265998840332,2012,2015,6.92739,28.6189875
"United States of America","US","the US","usa","NA",FALSE,4271830.38,1.35099,25.25,16.138095625,74.7890377375856,58.6509421125856,12,"increasing","decreasing",,"",55.925852307363,58.6509421125856,2012,2.1,,,,,95.3349685668945,2015,,,
"United States Virgin Islands","US Virgin Islands","the US Virgin Islands","us-virgin-islands","LAC",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
"Uruguay","Uruguay","Uruguay","uruguay","LAC",FALSE,14207.5604,0.416644,10,6.923955,29.4234359075342,22.4994809075342,5.49,"increasing","",,"",21.7121149250856,22.4994809075342,2011,10.7,,,,,54.103141784668,2015,2014,47.06,80.44
"Uzbekistan","Uzbekistan","Uzbekistan","uzbekistan","Asia",TRUE,11391075.36,37.6689,1.94,1.41026845,4.39972055873288,2.98945210873288,1.13,"decreasing","",,"",2.42254888638699,2.98945210873288,,,,,100,100,99.8860626220703,2015,2006,95.38954,97.55905
"Vanuatu","Vanuatu","Vanuatu","vanuatu","Oceania",TRUE,63923.75,25.5695,2.28,1.68715212,5.83193799739726,4.14478587739726,1.38,"increasing","increasing","increased","increasing",4.39058738835616,4.14478587739726,2013,28.5,,,33,45.5,,,2007,11.16358,41.3569825
"Venezuela (Bolivarian Republic of)","Venezuela","Venezuela","venezuela","LAC",TRUE,2960860.184,9.76537,4.89,2.2957083,17.4508948428082,15.1551865428082,0.01,"increasing","",,"",9.8219630849315,15.1551865428082,,,,,,,69.5971527099609,2015,2013,70.34,82.1125
"Viet Nam","Viet Nam","Viet Nam","viet-nam","Asia",TRUE,5950064.736,6.62886,3.93,2.839914285,9.35514471642123,6.51523043142123,2.26,"increasing","decreasing","increased","increasing",2.28072264931507,6.51523043142123,2015,24.6,,,91,97.5,64.9995269775391,2009,2014,60.3653,90.4006825
"Western Sahara","Western Sahara","Western Sahara","western-sahara","Africa",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen","Yemen","Yemen","yemen","Asia",TRUE,8294775.44,32.4268,2.04,1.5548421,4.89667303664384,3.34183093664384,1.34,"decreasing","decreasing","increased","increasing",4.43592970479452,3.34183093664384,2013,46.4,58.9,42.8,17,36,,,2013,,
"Zambia","Zambia","Zambia","zambia","Africa",TRUE,10334708.85,68.2159,0.7,0.471366,3.54302151369863,3.07165551369863,0.46,"decreasing","decreasing","decreased","decreasing",3.2579627797089,3.07165551369863,2013,40,47.2,37.7,5,14.5,,,2013,18.54907,52.676175
"Zimbabwe","Zimbabwe","Zimbabwe","zimbabwe","Africa",TRUE,4197776.1,27.8922,2.13,1.633331925,6.6022971557363,4.9689652307363,1.36,"decreasing","decreasing","decreased","decreasing",6.95190311849315,4.9689652307363,2015,27.1,33.1,25.2,24,50.75,58.7631683349609,2014,2015,39.50585,76.22416
